date,origin_district,origin_municplty,item,Cesium_134_Plus_Cesium_137C
2012-11-05,Kenchu,Sukagawa city,Wild boar,1200
2012-11-05,Kenchu,Sukagawa city,Wild boar,83
2012-11-06,Aizu,Onuma county Aizumisato town,Wild boar,28
2012-11-07,Kempoku,Date city,Copper pheasant,200
2012-11-10,Aizu,Onuma county Aizumisato town,Wild boar,29
2012-11-10,Iwaki,Iwaki city,Ducks,130
2012-11-11,Kempoku,Nihommatsu city,Wild boar,410
2012-11-12,Kenchu,Koriyama city,Pheasant,66
2012-11-13,Kempoku,Nihommatsu city,Wild boar,270
2012-11-13,Kempoku,Nihommatsu city,Wild boar,460
2012-11-14,Kenchu,Sukagawa city,Wild boar,190
2012-11-15,Kenchu,Sukagawa city,Wild boar,79
2012-11-15,Kempoku,Fukushima city,Wild boar,800
2012-11-15,Kempoku,Date city,Ducks,4000
2012-11-15,Kempoku,Date city,Pheasant,190
2012-11-15,Kempoku,Fukushima city,Pheasant,48
2012-11-15,Soso,Soma city,Pheasant,220
2012-11-15,Kempoku,Fukushima city,Black bear,430
2012-11-15,Kempoku,Date city,Hare,170
2012-11-17,Kenchu,Koriyama city,Ducks,32
2012-11-17,Kenchu,Koriyama city,Ducks,37
2012-11-18,Kempoku,Nihommatsu city,Pheasant,37
2012-11-18,Aizu,Yama county Bandai town,Black bear,170
2012-11-18,Kempoku,Nihommatsu city,Copper pheasant,370
2012-11-19,Soso,Soma city,Wild boar,1900
2012-11-19,Kempoku,Nihommatsu city,Wild boar,1000
2012-11-20,Kenchu,Koriyama city,Ducks,17
2012-11-20,Kenchu,Koriyama city,Copper pheasant,84
2012-11-20,Kempoku,Nihommatsu city,Wild boar,870
2012-11-23,Kempoku,Nihommatsu city,Wild boar,980
2012-11-25,Kennan,Higashishirakawa county Hanawa town,Wild boar,360
2012-11-25,Kempoku,Nihommatsu city,Wild boar,150
2012-11-25,Iwaki,Iwaki city,Pheasant,23
2012-11-25,Iwaki,Iwaki city,Pheasant,32
2012-11-26,Kenchu,Koriyama city,Wild boar,140
2012-11-26,Kempoku,Nihommatsu city,Wild boar,1200
2012-11-26,Kempoku,Fukushima city,Copper pheasant,170
2012-11-27,Kempoku,Date county Kawamata town,Pheasant,52
2012-11-28,Kenchu,Koriyama city,Wild boar,280
2012-11-28,Kenchu,Sukagawa city,Wild boar,200
2012-11-28,Kempoku,Nihommatsu city,Wild boar,79
2012-11-29,Minamiaizu,Minamiaizu county Shimogo town,Black bear,120
2012-12-02,Soso,Minamisoma city,Wild boar,11000
2012-12-02,Soso,Minamisoma city,Pheasant,62
2012-12-03,Kenchu,Sukagawa city,Wild boar,110
2012-12-03,Soso,Minamisoma city,Wild boar,1600
2012-12-03,Kennan,Higashishirakawa county Hanawa town,Copper pheasant,470
2012-12-05,Kenchu,Sukagawa city,Wild boar,220
2012-12-05,Kempoku,Fukushima city,Wild boar,1200
2012-12-05,Kempoku,Nihommatsu city,Wild boar,580
2012-12-05,Kempoku,Nihommatsu city,Wild boar,220
2012-12-05,Aizu,Kawanuma county Aizubange town,Ducks,69
2012-12-07,Kempoku,Nihommatsu city,Wild boar,1800
2012-12-07,Kempoku,Nihommatsu city,Wild boar,850
2012-12-08,Kempoku,Date county Kawamata town,Copper pheasant,340
2012-12-10,Kempoku,Nihommatsu city,Wild boar,890
2012-12-11,Kenchu,Sukagawa city,Wild boar,210
2012-12-12,Aizu,Onuma county Aizumisato town,Black bear,240
2012-12-13,Aizu,Yama county Nishiaizu town,Wild boar,74
2012-12-15,Kempoku,Nihommatsu city,Wild boar,840
2012-12-16,Kenchu,Koriyama city,Wild boar,170
2012-12-17,Kempoku,Nihommatsu city,Wild boar,280
2012-12-17,Kempoku,Fukushima city,Pheasant,59
2012-12-17,Kennan,Nishishirakawa county Yabuki town,Hare,730
2012-12-19,Kenchu,Koriyama city,Wild boar,200
2012-12-19,Kempoku,Nihommatsu city,Wild boar,220
2012-12-19,Kempoku,Nihommatsu city,Wild boar,300
2012-12-20,Kempoku,Nihommatsu city,Wild boar,210
2012-12-20,Kempoku,Nihommatsu city,Wild boar,1300
2012-12-22,Kempoku,Nihommatsu city,Wild boar,100
2012-12-23,Kempoku,Nihommatsu city,Wild boar,680
2012-12-24,Kempoku,Nihommatsu city,Wild boar,750
2012-12-24,Kempoku,Fukushima city,Copper pheasant,130
2012-12-25,Kempoku,Nihommatsu city,Wild boar,1200
2012-12-26,Kempoku,Nihommatsu city,Wild boar,1100
2012-12-27,Kempoku,Nihommatsu city,Wild boar,980
2012-12-31,Kempoku,Nihommatsu city,Wild boar,80
2012-12-31,Kempoku,Nihommatsu city,Wild boar,3000
2012-12-31,Kempoku,Nihommatsu city,Wild boar,420
2013-01-01,Kenchu,Sukagawa city,Black bear,330
2013-01-03,Iwaki,Iwaki city,Copper pheasant,950
2013-01-09,Kempoku,Nihommatsu city,Wild boar,550
2013-01-09,Aizu,Aizuwakamatsu city,Black bear,80
2013-01-12,Kempoku,Nihommatsu city,Wild boar,660
2013-01-12,Kempoku,Nihommatsu city,Wild boar,100
2013-01-14,Iwaki,Iwaki city,Pheasant,15
2013-01-14,Aizu,Onuma county Aizumisato town,Black bear,260
2013-01-18,Iwaki,Iwaki city,Wild boar,340
2013-01-23,Aizu,Yama county Nishiaizu town,Japanese sika deer,19
2013-01-30,Soso,Minamisoma city,Wild boar,4000
2013-02-01,Aizu,Onuma county Aizumisato town,Wild boar,85
2013-02-02,Kempoku,Nihommatsu city,Wild boar,470
2013-02-03,Kempoku,Nihommatsu city,Wild boar,2000
2013-02-03,Kempoku,Nihommatsu city,Wild boar,2500
2013-02-04,Kempoku,Nihommatsu city,Wild boar,2000
2013-02-04,Kempoku,Nihommatsu city,Wild boar,660
2013-02-07,Soso,Minamisoma city,Wild boar,6600
2013-02-09,Soso,Futaba county Hirono town,Wild boar,1100
2013-02-09,Kempoku,Nihommatsu city,Wild boar,1500
2013-02-10,Kempoku,Nihommatsu city,Wild boar,1700
2013-02-11,Soso,Futaba county Hirono town,Wild boar,6200
2013-02-11,Kempoku,Nihommatsu city,Wild boar,2100
2013-02-11,Kempoku,Nihommatsu city,Wild boar,2500
2013-02-12,Soso,Futaba county Naraha town,Wild boar,4100
2013-02-12,Soso,Futaba county Naraha town,Wild boar,7400
2013-02-12,Soso,Futaba county Naraha town,Wild boar,7500
2013-02-12,Soso,Futaba county Naraha town,Wild boar,4000
2013-02-12,Soso,Futaba county Naraha town,Wild boar,7100
2013-02-13,Soso,Futaba county Naraha town,Wild boar,4300
2013-02-14,Soso,Futaba county Hirono town,Wild boar,1800
2013-02-14,Soso,Futaba county Naraha town,Wild boar,5600
2013-02-14,Soso,Futaba county Naraha town,Wild boar,5700
2013-02-15,Soso,Futaba county Hirono town,Wild boar,2200
2013-02-15,Soso,Minamisoma city,Wild boar,4100
2013-02-15,Soso,Minamisoma city,Wild boar,4200
2013-02-15,Kempoku,Nihommatsu city,Wild boar,2400
2013-02-16,Kenchu,Tamura city,Wild boar,610
2013-02-16,Kenchu,Tamura city,Wild boar,630
2013-02-16,Kenchu,Tamura city,Wild boar,720
2013-02-16,Kenchu,Tamura city,Wild boar,730
2013-02-16,Soso,Minamisoma city,Wild boar,4700
2013-02-16,Soso,Minamisoma city,Wild boar,4700
2013-02-17,Kenchu,Tamura city,Wild boar,180
2013-02-17,Kenchu,Tamura city,Wild boar,510
2013-02-17,Soso,Futaba county Hirono town,Wild boar,2200
2013-02-17,Soso,Futaba county Hirono town,Wild boar,4800
2013-02-17,Soso,Futaba county Naraha town,Wild boar,2900
2013-02-17,Soso,Soma county Iitate village,Wild boar,9500
2013-02-19,Soso,Futaba county Hirono town,Wild boar,2500
2013-02-19,Kempoku,Nihommatsu city,Wild boar,430
2013-02-20,Soso,Minamisoma city,Wild boar,40000
2013-02-21,Kenchu,Sukagawa city,Wild boar,260
2013-02-21,Soso,Futaba county Hirono town,Wild boar,1600
2013-02-21,Soso,Futaba county Hirono town,Wild boar,5600
2013-02-21,Kempoku,Nihommatsu city,Wild boar,380
2013-02-22,Soso,Futaba county Hirono town,Wild boar,1300
2013-02-22,Soso,Futaba county Naraha town,Wild boar,15000
2013-02-22,Soso,Futaba county Naraha town,Wild boar,8000
2013-02-22,Soso,Minamisoma city,Wild boar,3800
2013-02-22,Soso,Minamisoma city,Wild boar,4500
2013-02-22,Soso,Minamisoma city,Wild boar,56000
2013-02-23,Kenchu,Tamura city,Wild boar,550
2013-02-23,Kenchu,Tamura city,Wild boar,760
2013-02-24,Kenchu,Tamura city,Wild boar,110
2013-02-24,Kenchu,Tamura city,Wild boar,250
2013-02-24,Kenchu,Tamura city,Wild boar,65
2013-02-24,Kempoku,Nihommatsu city,Wild boar,1200
2013-02-24,Soso,Futaba county Hirono town,Wild boar,5000
2013-02-24,Soso,Minamisoma city,Wild boar,28000
2013-02-24,Soso,Minamisoma city,Wild boar,16000
2013-02-24,Kempoku,Nihommatsu city,Wild boar,1300
2013-02-24,Kempoku,Nihommatsu city,Wild boar,2800
2013-02-25,Kenchu,Tamura city,Wild boar,110
2013-02-25,Kempoku,Date city,Wild boar,460
2013-02-27,Kempoku,Nihommatsu city,Wild boar,100
2013-03-01,Kempoku,Nihommatsu city,Wild boar,460
2013-03-01,Soso,Futaba county Naraha town,Wild boar,5200
2013-03-01,Soso,Soma county Iitate village,Wild boar,4200
2013-03-02,Soso,Futaba county Hirono town,Wild boar,1300
2013-03-02,Soso,Futaba county Hirono town,Wild boar,2500
2013-03-02,Soso,Futaba county Hirono town,Wild boar,2900
2013-03-02,Soso,Futaba county Hirono town,Wild boar,4400
2013-03-02,Soso,Futaba county Naraha town,Wild boar,4700
2013-03-02,Soso,Futaba county Naraha town,Wild boar,7100
2013-03-03,Soso,Futaba county Naraha town,Wild boar,7400
2013-03-03,Soso,Soma county Iitate village,Wild boar,9500
2013-03-04,Soso,Futaba county Hirono town,Wild boar,3600
2013-03-04,Soso,Futaba county Hirono town,Wild boar,4300
2013-03-04,Soso,Futaba county Hirono town,Wild boar,5900
2013-03-04,Soso,Minamisoma city,Wild boar,2600
2013-03-04,Soso,Minamisoma city,Wild boar,3400
2013-03-04,Soso,Minamisoma city,Wild boar,2600
2013-03-04,Soso,Minamisoma city,Wild boar,3600
2013-03-05,Kempoku,Nihommatsu city,Wild boar,370
2013-03-05,Kempoku,Nihommatsu city,Wild boar,1000
2013-03-05,Soso,Futaba county Kawauchi village,Wild boar,220
2013-03-05,Soso,Futaba county Naraha town,Wild boar,5500
2013-03-05,Soso,Futaba county Naraha town,Wild boar,6600
2013-03-06,Soso,Minamisoma city,Wild boar,12000
2013-03-07,Soso,Minamisoma city,Wild boar,4100
2013-03-07,Soso,Minamisoma city,Wild boar,4200
2013-03-07,Soso,Minamisoma city,Wild boar,4700
2013-03-07,Soso,Minamisoma city,Wild boar,4800
2013-03-07,Kempoku,Nihommatsu city,Wild boar,480
2013-03-08,Soso,Futaba county Kawauchi village,Wild boar,110
2013-03-08,Soso,Minamisoma city,Wild boar,36000
2013-03-09,Soso,Futaba county Hirono town,Wild boar,6100
2013-03-09,Soso,Minamisoma city,Wild boar,7800
2013-03-10,Soso,Minamisoma city,Wild boar,9000
2013-03-10,Soso,Minamisoma city,Wild boar,3900
2013-03-10,Kempoku,Nihommatsu city,Wild boar,180
2013-03-11,Soso,Minamisoma city,Wild boar,9000
2013-03-11,Soso,Minamisoma city,Wild boar,61000
2013-03-12,Kenchu,Tamura city,Wild boar,420
2013-03-12,Kempoku,Nihommatsu city,Wild boar,450
2013-03-13,Soso,Futaba county Naraha town,Wild boar,4200
2013-03-13,Kempoku,Nihommatsu city,Wild boar,380
2013-03-14,Kenchu,Sukagawa city,Wild boar,150
2013-03-16,Kempoku,Nihommatsu city,Wild boar,260
2013-03-23,Kempoku,Nihommatsu city,Wild boar,610
2013-03-24,Kenchu,Koriyama city,Wild boar,110
2013-03-28,Kempoku,Nihommatsu city,Wild boar,31
2013-04-22,Kenchu,Sukagawa city,Wild boar,71
2013-05-06,Minamiaizu,Minamiaizu county Hinoemata village,Black bear,100
2013-05-08,Iwaki,Iwaki city,Wild boar,710
2013-05-10,Kempoku,Date county Kawamata town,Copper pheasant,430
2013-05-11,Kempoku,Nihommatsu city,Wild boar,2700
2013-05-15,Aizu,Yama county Inawashiro town,Wild boar,540
2013-05-16,Kempoku,Date county Kawamata town,Wild boar,400
2013-05-24,Kempoku,Date county Kawamata town,Wild boar,2200
2013-05-27,Aizu,Yama county Inawashiro town,Wild boar,180
2013-05-30,Kenchu,Koriyama city,Black bear,98
2013-05-31,Kempoku,Date county Kori town,Wild boar,940
2013-06-04,Kempoku,Date county Kawamata town,Wild boar,2100
2013-06-07,Kempoku,Motomiya city,Wild boar,87
2013-06-07,Aizu,Yama county Inawashiro town,Black bear,62
2013-06-08,Kenchu,Sukagawa city,Wild boar,70
2013-06-08,Kenchu,Sukagawa city,Wild boar,74
2013-06-09,Kempoku,Nihommatsu city,Black bear,160
2013-06-10,Kennan,Shirakawa city,Wild boar,260
2013-06-10,Kempoku,Motomiya city,Wild boar,410
2013-06-12,Kempoku,Date county Kori town,Wild boar,600
2013-06-12,Aizu,Yama county Bandai town,Black bear,67
2013-06-13,Kempoku,Date county Kori town,Wild boar,880
2013-06-14,Kempoku,Nihommatsu city,Black bear,240
2013-06-21,Kempoku,Fukushima city,Wild boar,180
2013-06-22,Kenchu,Koriyama city,Wild boar,54
2013-06-22,Kenchu,Sukagawa city,Wild boar,94
2013-06-22,Kempoku,Date county Kori town,Wild boar,610
2013-06-25,Kenchu,Tamura city,Wild boar,1500
2013-06-26,Soso,Minamisoma city,Wild boar,4700
2013-06-28,Kempoku,Motomiya city,Wild boar,400
2013-06-30,Kenchu,Tamura city,Wild boar,6300
2013-06-30,Kempoku,Date county Kawamata town,Wild boar,1200
2013-07-04,Aizu,Onuma county Mishima town,Black bear,30
2013-07-05,Kenchu,Koriyama city,Black bear,230
2013-07-05,Kenchu,Tamura city,Wild boar,8600
2013-07-07,Kempoku,Motomiya city,Wild boar,400
2013-07-07,Kempoku,Motomiya city,Wild boar,310
2013-07-07,Kempoku,Motomiya city,Wild boar,360
2013-07-08,Kenchu,Ishikawa county Ishikawa town,Wild boar,100
2013-07-10,Soso,Minamisoma city,Ducks,110
2013-07-14,Kempoku,Nihommatsu city,Wild boar,220
2013-07-14,Soso,Soma city,Wild boar,290
2013-07-17,Kempoku,Date county Kori town,Wild boar,600
2013-07-17,Kempoku,Motomiya city,Wild boar,340
2013-07-17,Soso,Minamisoma city,Wild boar,20000
2013-07-18,Kempoku,Motomiya city,Wild boar,280
2013-07-18,Minamiaizu,Minamiaizu county Shimogo town,Black bear,65
2013-07-19,Kempoku,Nihommatsu city,Wild boar,640
2013-07-21,Kempoku,Nihommatsu city,Wild boar,420
2013-07-24,Aizu,Onuma county Aizumisato town,Black bear,54
2013-07-27,Aizu,Onuma county Aizumisato town,Black bear,62
2013-07-28,Kempoku,Nihommatsu city,Black bear,120
2013-07-29,Soso,Soma city,Pheasant,25
2013-07-30,Kempoku,Motomiya city,Wild boar,530
2013-07-30,Aizu,Aizuwakamatsu city,Black bear,29
2013-07-30,Kenchu,Koriyama city,Black bear,170
2013-07-31,Aizu,Onuma county Aizumisato town,Black bear,28
2013-08-01,Kempoku,Fukushima city,Wild boar,91
2013-08-02,Kempoku,Fukushima city,Wild boar,630
2013-08-02,Kempoku,Date county Kunimi town,Black bear,210
2013-08-02,Soso,Soma city,Wild boar,98
2013-08-04,Kempoku,Nihommatsu city,Wild boar,400
2013-08-05,Kenchu,Tamura city,Wild boar,9600
2013-08-05,Kempoku,Date county Kori town,Wild boar,470
2013-08-06,Kempoku,Nihommatsu city,Wild boar,130
2013-08-06,Kempoku,Nihommatsu city,Wild boar,66
2013-08-06,Kempoku,Nihommatsu city,Wild boar,80
2013-08-08,Kempoku,Nihommatsu city,Wild boar,930
2013-08-09,Aizu,Yama county Inawashiro town,Black bear,56
2013-08-10,Kempoku,Nihommatsu city,Wild boar,140
2013-08-10,Aizu,Onuma county Aizumisato town,Black bear,44
2013-08-11,Kempoku,Motomiya city,Black bear,240
2013-08-12,Kennan,Shirakawa city,Wild boar,160
2013-08-12,Aizu,Onuma county Aizumisato town,Black bear,54
2013-08-13,Kempoku,Fukushima city,Ducks,67
2013-08-14,Kempoku,Nihommatsu city,Wild boar,97
2013-08-14,Kempoku,Fukushima city,Black bear,390
2013-08-19,Kenchu,Tamura city,Wild boar,150
2013-08-19,Kempoku,Nihommatsu city,Wild boar,400
2013-08-20,Soso,Soma city,Ducks,16
2013-08-22,Aizu,Onuma county Aizumisato town,Black bear,64
2013-08-23,Kenchu,Sukagawa city,Wild boar,99
2013-08-23,Kempoku,Nihommatsu city,Wild boar,170
2013-08-24,Kenchu,Koriyama city,Black bear,150
2013-08-26,Kempoku,Motomiya city,Black bear,200
2013-08-27,Kempoku,Fukushima city,Wild boar,2000
2013-08-29,Kenchu,Sukagawa city,Wild boar,43
2013-08-29,Kennan,Shirakawa city,Wild boar,1200
2013-08-30,Kenchu,Tamura city,Wild boar,210
2013-08-30,Kempoku,Date county Kawamata town,Wild boar,850
2013-08-30,Aizu,Onuma county Aizumisato town,Black bear,32
2013-08-31,Kempoku,Date county Kawamata town,Wild boar,130
2013-09-01,Kenchu,Tamura city,Wild boar,150
2013-09-01,Kempoku,Date county Kawamata town,Wild boar,220
2013-09-01,Kempoku,Nihommatsu city,Wild boar,130
2013-09-02,Kenchu,Tamura city,Wild boar,1800
2013-09-02,Kenchu,Tamura city,Wild boar,310
2013-09-03,Kempoku,Date county Kawamata town,Wild boar,370
2013-09-06,Kenchu,Sukagawa city,Wild boar,93
2013-09-07,Kempoku,Date county Kawamata town,Wild boar,660
2013-09-07,Soso,Soma city,Wild boar,260
2013-09-09,Kennan,Shirakawa city,Black bear,880
2013-09-10,Soso,Soma city,Wild boar,880
2013-09-10,Kempoku,Date county Kunimi town,Black bear,750
2013-09-11,Kenchu,Tamura city,Wild boar,85
2013-09-11,Kempoku,Nihommatsu city,Wild boar,210
2013-09-12,Kenchu,Tamura city,Wild boar,220
2013-09-12,Kempoku,Date county Kawamata town,Wild boar,290
2013-09-12,Soso,Minamisoma city,Pheasant,74
2013-09-12,Aizu,Aizuwakamatsu city,Black bear,38
2013-09-14,Iwaki,Iwaki city,Wild boar,200
2013-09-14,Kempoku,Nihommatsu city,Wild boar,210
2013-09-15,Kenchu,Tamura city,Wild boar,72
2013-09-17,Kempoku,Date county Kawamata town,Wild boar,250
2013-09-19,Aizu,Yama county Inawashiro town,Wild boar,71
2013-09-19,Kempoku,Nihommatsu city,Wild boar,290
2013-09-20,Kempoku,Motomiya city,Wild boar,310
2013-09-21,Kenchu,Tamura city,Wild boar,46
2013-09-22,Kennan,Nishishirakawa county Nishigo village,Black bear,440
2013-09-22,Kempoku,Date county Kunimi town,Black bear,210
2013-09-24,Kenchu,Tamura city,Wild boar,1500
2013-09-24,Kempoku,Date county Kunimi town,Wild boar,410
2013-09-27,Kempoku,Nihommatsu city,Wild boar,240
2013-09-28,Kempoku,Nihommatsu city,Wild boar,190
2013-10-01,Kenchu,Sukagawa city,Wild boar,1000
2013-10-01,Soso,Soma county Iitate village,Wild boar,1500
2013-10-01,Soso,Soma county Iitate village,Wild boar,1800
2013-10-01,Soso,Soma county Iitate village,Wild boar,2100
2013-10-02,Soso,Soma county Iitate village,Wild boar,2700
2013-10-03,Soso,Minamisoma city,Pheasant,250
2013-10-06,Kenchu,Sukagawa city,Wild boar,300
2013-10-09,Iwaki,Iwaki city,Wild boar,72
2013-10-09,Soso,Minamisoma city,Wild boar,1000
2013-10-11,Kempoku,Nihommatsu city,Wild boar,140
2013-10-12,Kenchu,Koriyama city,Wild boar,260
2013-10-17,Kempoku,Nihommatsu city,Wild boar,340
2013-10-17,Kempoku,Nihommatsu city,Wild boar,210
2013-10-17,Kempoku,Motomiya city,Wild boar,130
2013-10-21,Kempoku,Nihommatsu city,Wild boar,180
2013-10-22,Kempoku,Nihommatsu city,Wild boar,4600
2013-10-24,Soso,Soma county Iitate village,Wild boar,3100
2013-10-25,Kenchu,Koriyama city,Wild boar,150
2013-10-25,Kempoku,Date county Kunimi town,Copper pheasant,190
2013-10-25,Soso,Soma county Iitate village,Wild boar,1800
2013-10-26,Minamiaizu,Minamiaizu county Hinoemata village,Japanese sika deer,20
2013-10-28,Kempoku,Date county Kori town,Wild boar,110
2013-10-29,Aizu,Onuma county Aizumisato town,Black bear,56
2013-10-30,Kenchu,Sukagawa city,Wild boar,210
2013-11-01,Kenchu,Tamura city,Wild boar,490
2013-11-02,Aizu,Yama county Inawashiro town,Wild boar,110
2013-11-04,Kenchu,Sukagawa city,Wild boar,200
2013-11-05,Kempoku,Date county Kori town,Wild boar,220
2013-11-06,Soso,Soma county Iitate village,Wild boar,930
2013-11-07,Soso,Soma county Iitate village,Wild boar,2700
2013-11-07,Soso,Soma county Iitate village,Wild boar,1200
2013-11-07,Soso,Soma county Iitate village,Wild boar,1700
2013-11-08,Soso,Soma county Iitate village,Wild boar,1700
2013-11-08,Soso,Soma county Iitate village,Wild boar,1300
2013-11-08,Soso,Soma county Iitate village,Wild boar,1500
2013-11-08,Soso,Soma county Iitate village,Wild boar,1900
2013-11-09,Kenchu,Sukagawa city,Wild boar,440
2013-11-09,Soso,Soma county Iitate village,Wild boar,1900
2013-11-10,Soso,Soma county Iitate village,Wild boar,1200
2013-11-11,Kenchu,Tamura city,Wild boar,76
2013-11-12,Kenchu,Sukagawa city,Wild boar,120
2013-11-12,Iwaki,Iwaki city,Ducks,49
2013-11-13,Kenchu,Sukagawa city,Wild boar,1100
2013-11-15,Soso,Soma county Iitate village,Wild boar,6000
2013-11-15,Minamiaizu,Minamiaizu county Hinoemata village,Japanese sika deer,60
2013-11-16,Kenchu,Tamura city,Wild boar,32
2013-11-19,Kempoku,Date city,Pheasant,32
2013-11-20,Soso,Minamisoma city,Wild boar,970
2013-11-20,Kempoku,Fukushima city,Black bear,210
2013-11-22,Kempoku,Date city,Wild boar,180
2013-11-22,Kempoku,Nihommatsu city,Black bear,530
2013-11-23,Kempoku,Nihommatsu city,Wild boar,160
2013-11-23,Kempoku,Nihommatsu city,Wild boar,400
2013-11-24,Kempoku,Nihommatsu city,Wild boar,770
2013-11-25,Kempoku,Nihommatsu city,Wild boar,230
2013-11-25,Kempoku,Nihommatsu city,Wild boar,230
2013-11-26,Kempoku,Nihommatsu city,Wild boar,120
2013-11-26,Soso,Soma county Iitate village,Wild boar,5200
2013-11-27,Kenchu,Sukagawa city,Wild boar,580
2013-11-27,Soso,Soma county Iitate village,Wild boar,1200
2013-11-29,Kempoku,Nihommatsu city,Wild boar,3400
2013-12-01,Aizu,Kitakata city,Black bear,100
2013-12-02,Kenchu,Tamura city,Wild boar,600
2013-12-02,Kempoku,Date county Kawamata town,Wild boar,150
2013-12-03,Kenchu,Sukagawa city,Wild boar,190
2013-12-03,Kenchu,Sukagawa city,Wild boar,260
2013-12-04,Aizu,Yama county Inawashiro town,Black bear,160
2013-12-07,Kenchu,Tamura city,Wild boar,180
2013-12-08,Kenchu,Tamura city,Wild boar,910
2013-12-09,Kenchu,Tamura city,Wild boar,2200
2013-12-14,Kenchu,Tamura city,Wild boar,110
2013-12-14,Kempoku,Date county Kawamata town,Wild boar,120
2013-12-15,Iwaki,Iwaki city,Ducks,180
2013-12-15,Iwaki,Iwaki city,Pheasant,56
2013-12-17,Aizu,Yama county Inawashiro town,Wild boar,270
2013-12-22,Kempoku,Nihommatsu city,Wild boar,550
2013-12-22,Kempoku,Date county Kawamata town,Wild boar,96
2013-12-23,Kempoku,Nihommatsu city,Wild boar,570
2013-12-27,Kempoku,Date county Kunimi town,Wild boar,130
2013-12-27,Iwaki,Iwaki city,Copper pheasant,610
2013-12-30,Kempoku,Date county Kunimi town,Wild boar,52
2013-12-31,Kempoku,Nihommatsu city,Wild boar,250
2014-01-02,Kempoku,Date county Kunimi town,Wild boar,260
2014-01-03,Kempoku,Date county Kawamata town,Wild boar,160
2014-01-07,Kempoku,Date city,Wild boar,120
2014-01-07,Aizu,Onuma county Aizumisato town,Black bear,87
2014-01-08,Kenchu,Koriyama city,Wild boar,210
2014-01-08,Kempoku,Date county Kunimi town,Wild boar,360
2014-01-08,Kempoku,Date county Kunimi town,Wild boar,370
2014-01-08,Kempoku,Date county Kunimi town,Wild boar,390
2014-01-08,Kempoku,Date county Kunimi town,Wild boar,410
2014-01-09,Kempoku,Date county Kunimi town,Wild boar,530
2014-01-11,Aizu,Kitakata city,Wild boar,150
2014-01-11,Kempoku,Date county Kawamata town,Wild boar,1400
2014-01-13,Kenchu,Sukagawa city,Wild boar,210
2014-01-15,Kenchu,Sukagawa city,Japanese sika deer,52
2014-01-19,Kempoku,Date county Kawamata town,Wild boar,200
2014-01-19,Kempoku,Nihommatsu city,Wild boar,190
2014-01-19,Kenchu,Sukagawa city,Japanese sika deer,92
2014-01-22,Kempoku,Date county Kunimi town,Wild boar,240
2014-01-22,Kempoku,Fukushima city,Wild boar,240
2014-01-24,Kenchu,Sukagawa city,Wild boar,160
2014-01-24,Kenchu,Sukagawa city,Wild boar,240
2014-01-24,Kenchu,Sukagawa city,Wild boar,320
2014-01-24,Kenchu,Tamura city,Wild boar,140
